road,Accidents
"(1164555817, 21099331, 0)",1
"(1164555848, 22416071, 0)",3
"(1164555848, 2136057951, 0)",1
"(1165979775, 51401483, 0)",1
"(1165979906, 9722534608, 0)",3
"(1165980099, 1165979481, 0)",1
"(1165980207, 248195236, 0)",4
"(1165980458, 1165980431, 0)",1
"(1171236485, 534425233, 0)",1
"(1212559007, 244138889, 0)",2
"(1227863664, 1227863644, 0)",2
"(1251742932, 1251743106, 0)",1
"(1251742953, 349257344, 0)",2
"(1251743062, 1251743036, 0)",1
"(1251743090, 1251743177, 0)",1
"(1271219548, 1271219662, 0)",1
"(1271219552, 1271219686, 0)",1
"(1271219603, 59179728, 0)",1
"(1271219619, 59213728, 0)",1
"(1271219660, 59213793, 0)",1
"(1271219664, 59214222, 0)",1
"(1271219664, 288359232, 0)",1
"(1271219693, 1271219598, 0)",1
"(1275815184, 1614031238, 0)",1
"(1275815184, 1614047775, 0)",2
"(1280682045, 1280682097, 0)",1
"(1280682097, 30883483, 0)",2
"(1280682138, 1505293470, 0)",3
"(1284137012, 1284137050, 0)",1
"(1286251095, 295769516, 0)",4
"(1287881733, 409097461, 0)",1
"(1287881748, 1287881676, 1)",1
"(1289584160, 2044477582, 0)",1
"(1289584173, 1289584171, 0)",1
"(1296600277, 1296600415, 0)",1
"(1296600375, 245494334, 0)",1
"(1296600501, 1296600992, 0)",1
"(1296600594, 248018398, 0)",1
"(1296600641, 249727845, 0)",1
"(1296600667, 691590475, 0)",1
"(1296600679, 247963412, 0)",1
"(1296600779, 9824424, 0)",1
"(1296600946, 11621867, 0)",3
"(1296600992, 1296600826, 0)",1
"(1296601049, 10456796, 0)",1
"(1296601082, 1623389441, 0)",1
"(1296601122, 11800270629, 0)",1
"(1296601216, 9025256462, 0)",2
"(1296601235, 1296600838, 0)",1
"(1296601262, 248018369, 0)",1
"(1296658657, 301819635, 0)",2
"(1296658700, 13891996, 0)",1
"(1296717231, 1296717353, 0)",1
"(1296717248, 1296717347, 0)",1
"(1296717263, 297828361, 0)",1
"(1296717263, 330497816, 0)",3
"(1296717315, 1296717229, 0)",1
"(1296717347, 1296717387, 0)",1
"(1296717360, 330497816, 0)",2
"(1296717360, 3956022903, 0)",1
"(1296717413, 316816940, 0)",1
"(1296717460, 343110172, 0)",1
"(1296717463, 21428138, 0)",3
"(1296773716, 59179658, 0)",1
"(1296773723, 1296773670, 0)",1
"(1296773765, 734936805, 0)",1
"(1296777806, 59179694, 0)",1
"(1296980205, 9672254555, 0)",4
"(1296980265, 1296980069, 0)",2
"(1296980314, 31942951, 0)",1
"(1303834554, 52690525, 0)",1
"(1303879422, 4621500996, 0)",1
"(1303879422, 8489672962, 0)",1
"(1314300192, 21266651, 0)",1
"(1325884634, 1325884762, 0)",1
"(1325884729, 1626262232, 0)",1
"(1325884749, 1325884762, 0)",1
"(1325884762, 1325884749, 0)",1
"(1325884771, 10438278, 0)",1
"(1325884776, 248494968, 0)",1
"(1325884807, 1325884817, 0)",1
"(1325884812, 49539532, 0)",1
"(1325893795, 1325893825, 0)",1
"(1325893840, 1325895906, 0)",1
"(1325893933, 1325893795, 0)",1
"(1325893977, 1325893913, 0)",1
"(1325893987, 248495175, 0)",1
"(1325893987, 1614043762, 0)",1
"(1325894007, 1325893804, 0)",1
"(1325894023, 1325894084, 0)",1
"(1325895906, 248494247, 0)",1
"(1326929082, 1329765045, 0)",1
"(1329765045, 1326929082, 0)",2
"(1329765046, 260582233, 0)",1
"(1329765046, 1329761288, 0)",1
"(1329952858, 25497797, 0)",1
"(1332255231, 1332257877, 0)",1
"(1332255234, 21004201, 0)",1
"(1332255237, 21133485, 0)",1
"(1332255246, 1332255235, 0)",1
"(1332257877, 1332255231, 0)",1
"(1332257879, 20939819, 0)",1
"(1332257879, 1332261526, 0)",2
"(1332261540, 20939819, 0)",2
"(1332261540, 21272403, 0)",1
"(1332261540, 1332261526, 0)",3
"(1351235401, 21004219, 0)",1
"(1351235401, 28093002, 0)",2
"(1378792124, 18667992, 0)",2
"(1378792124, 20694207, 0)",3
"(1378792124, 1590163375, 0)",1
"(1379010266, 1631922071, 0)",2
"(1379010298, 11621724, 0)",2
"(1379104173, 403305530, 0)",1
"(1379104198, 417957006, 0)",1
"(1379104198, 1590545560, 0)",1
"(1406386710, 4401369307, 0)",7
"(1407526691, 54150639, 0)",1
"(1407526691, 1407526682, 0)",1
"(1407526693, 1407526691, 0)",3
"(1411601473, 1411601475, 0)",1
"(1413588968, 301279000, 0)",4
"(1423219842, 248494193, 0)",1
"(1423219842, 703828765, 0)",2
"(1423253556, 180338972, 0)",1
"(1423276079, 1423276091, 0)",1
"(1428165857, 1325884771, 0)",2
"(1444338891, 250070866, 0)",1
"(1454888181, 1710681434, 0)",1
"(1455033225, 1455033159, 0)",1
"(1471377816, 1471377808, 0)",1
"(1481120578, 9672254551, 0)",1
"(1489910140, 26526502, 0)",2
"(1505293470, 319128731, 0)",4
"(1505293476, 22416075, 0)",3
"(1506501725, 935615348, 0)",1
"(1506537320, 1506537437, 0)",1
"(1506537440, 2020021066, 0)",1
"(1506537447, 13807332, 0)",2
"(1506537447, 1506537429, 0)",1
"(1513270630, 3317017153, 0)",1
"(1513270648, 4225282231, 0)",1
"(1513270673, 534425233, 0)",2
"(1513270673, 4225282231, 0)",1
"(1513270756, 21035862, 0)",5
"(1515781460, 386013079, 0)",1
"(1515809857, 288493089, 0)",1
"(1515976514, 1621254449, 0)",4
"(1518686409, 1518686574, 0)",2
"(1518686503, 298186606, 0)",1
"(1518686590, 59989755, 0)",2
"(1518686641, 298186582, 0)",2
"(1518686641, 1081290432, 0)",1
"(1518686641, 1518686598, 0)",1
"(1520493400, 10389114, 0)",1
"(1520493454, 3880035919, 0)",1
"(1527375096, 21004207, 0)",2
"(1533402129, 1533402155, 0)",14
"(1533402155, 1533402161, 0)",2
"(1534657175, 50773922, 0)",2
"(1534657203, 1534657169, 0)",1
"(1542459731, 1542506449, 0)",5
"(1542506449, 1542459731, 0)",2
"(1542564859, 20939914, 1)",5
"(1542579562, 27653024, 0)",1
"(1553102448, 559901115, 0)",2
"(1553102448, 1554341243, 0)",1
"(1553116418, 846855108, 0)",1
"(1553799122, 8606164212, 0)",1
"(1553815887, 8603212260, 0)",3
"(1553815891, 1553879646, 0)",1
"(1553879650, 2098957058, 0)",1
"(1553881438, 517881765, 0)",2
"(1554155102, 1554163795, 0)",1
"(1554179308, 1554179309, 0)",1
"(1554341234, 1554341243, 0)",1
"(1554377440, 6861339944, 0)",1
"(1554386996, 1554163795, 0)",5
"(1554397193, 82750891, 0)",1
"(1554405240, 82750891, 0)",2
"(1554443815, 1554432979, 0)",1
"(1554453689, 1554464332, 0)",1
"(1554665828, 82748845, 0)",1
"(1555788933, 1555792155, 0)",1
"(1555804919, 1555805561, 0)",1
"(1561083554, 1561083555, 0)",1
"(1561083555, 330497825, 0)",1
"(1561083716, 21503212, 0)",1
"(1561834426, 302683927, 0)",1
"(1561834440, 59785271, 0)",3
"(1561978561, 9817704778, 0)",6
"(1562312665, 298034148, 0)",1
"(1568381641, 1568381613, 0)",6
"(1575952901, 258337460, 0)",1
"(1575952901, 3852479827, 0)",2
"(1576285291, 1576285322, 0)",1
"(1576285291, 9029968144, 0)",1
"(1576285322, 1576285291, 0)",3
"(1576285322, 1576285339, 0)",1
"(1576285503, 1576285469, 0)",1
"(1577230410, 1577230445, 0)",1
"(1577242515, 1590466360, 0)",1
"(1577242534, 1577242487, 0)",1
"(1578565250, 1578565345, 0)",5
"(1578565342, 647388815, 0)",2
"(1578565342, 1578565422, 0)",1
"(1578565345, 348107399, 0)",1
"(1578565358, 1578565478, 0)",1
"(1578588639, 154962, 0)",27
"(1578634527, 25497790, 0)",2
"(1578634527, 82748385, 0)",1
"(1578636599, 1578638425, 0)",1
"(1578636602, 319577, 0)",8
"(1578638425, 25497800, 0)",2
"(1578638436, 82748385, 0)",2
"(1578638436, 1578638425, 0)",2
"(1578639873, 25497790, 0)",1
"(1578639873, 1578636602, 0)",2
"(1581058352, 798056773, 0)",2
"(1581182854, 1560066, 0)",1
"(1581182884, 908258338, 0)",1
"(1581182884, 1581183030, 0)",1
"(1581182906, 1581182884, 0)",1
"(1581182956, 1581182906, 0)",1
"(1581183038, 1554569, 0)",1
"(1581228064, 13807360, 0)",1
"(1581228137, 1581228225, 0)",1
"(1589713201, 1561834440, 0)",3
"(1589713223, 297622666, 0)",1
"(1590163375, 1378792124, 0)",2
"(1590163375, 2895394641, 0)",1
"(1590163476, 153723127, 0)",1
"(1590163592, 1050107182, 0)",1
"(1590163601, 175696933, 0)",1
"(1590355150, 9593196, 0)",1
"(1590355150, 297582425, 0)",3
"(1590365712, 601413, 0)",1
"(1590365712, 1590365874, 0)",2
"(1590365718, 1574723002, 0)",1
"(1590365725, 26673826, 0)",1
"(1590365760, 1590365895, 0)",2
"(1590365874, 155035, 0)",8
"(1590365885, 26673830, 0)",1
"(1590365885, 1590365874, 0)",7
"(1590365895, 1590365760, 0)",1
"(1590466185, 442361164, 0)",1
"(1590466193, 1590466196, 0)",1
"(1590466299, 21428167, 0)",2
"(1590466299, 441942906, 0)",1
"(1590466299, 441942932, 0)",1
"(1590466301, 52651967, 0)",2
"(1590545560, 403305518, 0)",1
"(1590545560, 1379104198, 0)",1
"(1590914174, 145291822, 0)",1
"(1591204769, 1591205035, 0)",1
"(1591204875, 1591205066, 0)",3
"(1591205035, 9832145, 0)",1
"(1591205066, 308513043, 0)",1
"(1591205121, 9832149, 0)",1
"(1591373192, 26298438, 0)",1
"(1591373193, 6592118493, 0)",1
"(1591373207, 3381506666, 0)",1
"(1591373213, 26298441, 0)",1
"(1591373215, 1790247699, 0)",1
"(1595413097, 31787367, 0)",2
"(1595413140, 4528619450, 0)",1
"(1595413195, 9787610, 0)",1
"(1596671804, 1596683245, 0)",10
"(1596671811, 155023, 0)",12
"(1596671830, 1596671811, 0)",3
"(1596683245, 1596692807, 0)",6
"(1596692701, 319689, 0)",4
"(1596692701, 9832122, 0)",3
"(1596692718, 1596692728, 0)",1
"(1596692728, 367687339, 0)",3
"(1596692762, 1596692821, 0)",2
"(1596692794, 61771714, 0)",9
"(1596692794, 9101610382, 0)",1
"(1596692807, 1596692794, 0)",3
"(1596692821, 1596692701, 0)",2
"(1596698696, 50032501, 0)",1
"(1596698699, 1596698696, 0)",2
"(1596698699, 1596707312, 0)",1
"(1596707267, 350950, 0)",1
"(1596707302, 50032501, 0)",5
"(1596707302, 2484909550, 0)",2
"(1596707312, 1596707322, 0)",8
"(1596707322, 1596707267, 0)",1
"(1596707322, 3222439176, 0)",2
"(1599226639, 21133772, 0)",13
"(1599226639, 30472477, 0)",1
"(1599656486, 3153467251, 0)",8
"(1599661250, 350945, 0)",3
"(1599664982, 1599656486, 0)",2
"(1599664984, 9787529, 0)",2
"(1599666771, 268193674, 0)",2
"(1599697537, 350831, 0)",4
"(1599697576, 392097264, 0)",1
"(1599697576, 5750379395, 0)",1
"(1599834174, 1965506921, 0)",2
"(1599846398, 26526414, 0)",2
"(1600382025, 4029217601, 0)",1
"(1600382058, 342660327, 0)",1
"(1600452733, 84445317, 0)",2
"(1600452842, 982576508, 0)",4
"(1600541450, 2907044101, 0)",2
"(1600541452, 982576903, 0)",1
"(1600541458, 245494189, 0)",1
"(1600541478, 1600541458, 0)",2
"(1600541491, 1600541477, 0)",1
"(1600541500, 49981286, 0)",2
"(1600541500, 714136066, 0)",1
"(1600541500, 989067276, 0)",4
"(1601125109, 1601125136, 0)",1
"(1601125112, 151854719, 0)",1
"(1601125142, 1601125136, 0)",1
"(1601134691, 53358618, 0)",2
"(1601134691, 54093197, 0)",1
"(1601134795, 31004259, 0)",1
"(1601134795, 41338176, 0)",1
"(1601134795, 54741756, 0)",2
"(1601246747, 1601246723, 0)",1
"(1601246752, 1601246785, 0)",1
"(1601246848, 245494332, 0)",1
"(1601246848, 714231304, 0)",1
"(1601246848, 1601246850, 0)",2
"(1601246850, 10455722, 0)",1
"(1601246881, 10455711, 0)",2
"(1601246881, 10455722, 0)",10
"(1601550785, 3471202, 0)",1
"(1601644698, 964814342, 0)",1
"(1602111453, 4225282231, 0)",1
"(1606819490, 446095207, 0)",1
"(1606959335, 342626322, 0)",1
"(1606959380, 1020030657, 0)",1
"(1606959380, 1606959387, 0)",1
"(1606959387, 659985459, 0)",3
"(1607336979, 1607337147, 0)",1
"(1607336989, 1607337008, 0)",1
"(1607336997, 689469380, 0)",1
"(1607336997, 1607337166, 0)",1
"(1607344266, 940194871, 0)",1
"(1611971780, 1959140805, 0)",1
"(1611971813, 25431965, 0)",4
"(1611971813, 25497808, 0)",2
"(1611971813, 1962591333, 0)",2
"(1611971819, 1959140805, 0)",1
"(1613994337, 326926387, 0)",2
"(1614031202, 432468718, 0)",1
"(1614031202, 1614031180, 0)",1
"(1614031202, 1614047775, 0)",2
"(1614031238, 1275815184, 0)",2
"(1614031238, 8994370272, 0)",2
"(1614031292, 936541946, 0)",1
"(1614031292, 9975611341, 0)",2
"(1614043762, 1325893987, 0)",1
"(1614047755, 1614047775, 0)",1
"(1614047775, 1275815184, 0)",7
"(1614047775, 1614031202, 0)",4
"(1614047775, 1614047755, 0)",1
"(1614118450, 703828857, 0)",1
"(1614128608, 27481612, 0)",2
"(1614128657, 935666078, 0)",1
"(1614139738, 1614139753, 0)",1
"(1616731561, 30803814, 0)",1
"(1616731563, 1616731561, 0)",1
"(1617635404, 940151991, 0)",1
"(1617944925, 25431965, 0)",1
"(1618690206, 1618690252, 0)",1
"(1618690221, 1716043172, 0)",1
"(1618690233, 52634244, 0)",1
"(1618690250, 52634258, 0)",2
"(1618690252, 1618690232, 0)",1
"(1618690260, 1716035802, 0)",1
"(1618690260, 1920103078, 0)",1
"(1618694499, 1618694561, 0)",5
"(1618694561, 647391645, 0)",1
"(1618697799, 25497797, 0)",1
"(1618700759, 1554693201, 0)",1
"(1621254449, 30803671, 0)",4
"(1621260478, 20979484, 0)",2
"(1621685995, 366184396, 0)",1
"(1621686070, 8331664950, 0)",1
"(1623647326, 1623562240, 0)",1
"(1623940637, 366184420, 0)",1
"(1623940637, 1623940675, 0)",1
"(1623940661, 409097466, 0)",1
"(1623940764, 429747047, 0)",1
"(1623940764, 2719969837, 0)",1
"(1623940807, 1162285150, 0)",1
"(1624704391, 5446597037, 0)",3
"(1625377970, 9793497, 0)",1
"(1625377989, 9793871, 0)",1
"(1625377991, 1625378091, 0)",1
"(1625378001, 2377576042, 0)",1
"(1626562879, 973581276, 0)",1
"(1627024196, 249319325, 0)",2
"(1627024196, 964817181, 0)",2
"(1627024198, 249621262, 0)",1
"(1627024198, 964816668, 0)",1
"(1627024202, 964816147, 0)",1
"(1627083726, 5460605340, 0)",1
"(1628103113, 21591734, 0)",1
"(1628103121, 1632912800, 0)",1
"(1628116232, 1628116302, 0)",1
"(1628116277, 1628116319, 0)",1
"(1628116277, 1628116321, 0)",1
"(1628116321, 1628116277, 0)",1
"(1629195651, 245504891, 0)",1
"(1630522288, 56234356, 0)",1
"(1630539769, 244138889, 0)",1
"(1630853052, 1668891651, 0)",2
"(1631922071, 1631922080, 0)",2
"(1631922080, 1631922129, 0)",1
"(1631922129, 1631922195, 0)",1
"(1631922131, 1631922103, 0)",1
"(1632876496, 1632876498, 0)",1
"(1632876498, 317600288, 0)",1
"(1632876498, 1632876496, 0)",3
"(1632912838, 1632912812, 0)",2
"(1632912840, 31936669, 0)",1
"(1632912909, 410495518, 0)",1
"(1632914484, 258337687, 0)",1
"(1632924519, 3025555526, 0)",1
"(1632928500, 250327835, 0)",1
"(1632928507, 249732865, 0)",1
"(1633053980, 446295571, 0)",4
"(1633054081, 448708124, 0)",1
"(1633054081, 1633054128, 0)",2
"(1633054128, 448707652, 0)",1
"(1633054128, 1633054081, 0)",1
"(1633054128, 3841114172, 0)",1
"(1634564666, 306298318, 0)",1
"(1634922767, 247077785, 0)",1
"(1634922770, 21099178, 0)",1
"(1634922770, 247077785, 0)",2
"(1634922815, 21099170, 0)",1
"(1634925187, 11186579320, 0)",2
"(1635113303, 1893910593, 0)",1
"(1635114934, 1635114931, 0)",1
"(1635816175, 21099232, 0)",1
"(1636333109, 1636333131, 0)",1
"(1636333459, 269183161, 0)",1
"(1636333459, 385185531, 0)",1
"(1636338609, 247316223, 0)",1
"(1636581648, 693772174, 0)",1
"(1637640455, 1637640459, 0)",1
"(1637730517, 50045893, 0)",1
"(1639561246, 59179578, 0)",2
"(1639561304, 734936807, 0)",1
"(1639594207, 1639642407, 0)",1
"(1639594212, 1639594286, 0)",1
"(1639594245, 1639561270, 0)",3
"(1639594286, 1639594303, 0)",1
"(1639594303, 1639594238, 0)",1
"(1639594312, 1639594257, 0)",1
"(1639617024, 1639631908, 0)",1
"(1639631928, 1639631905, 0)",1
"(1639637046, 1639561304, 0)",1
"(1639642407, 31787357, 0)",1
"(1639642407, 1639594207, 0)",3
"(1639920059, 6980163, 0)",1
"(1639920065, 1639920059, 0)",1
"(1640226521, 21354275, 0)",2
"(1640281170, 249431217, 0)",1
"(1640570912, 958008585, 0)",2
"(1640570932, 1640570988, 0)",1
"(1640570988, 248494198, 0)",1
"(1640571002, 1640570926, 0)",1
"(1640571004, 3613180936, 0)",1
"(1640611896, 249205803, 0)",1
"(1640611906, 9793803, 0)",1
"(1640611969, 9794044, 0)",1
"(1642869260, 1642869242, 0)",1
"(1642870734, 26665096, 0)",1
"(1642884980, 1642885148, 0)",1
"(1642885066, 9822783, 0)",1
"(1642885148, 6383442194, 0)",4
"(1642907189, 1642907250, 0)",1
"(1642907250, 643660, 0)",1
"(1642907327, 1642907203, 0)",1
"(1642907327, 1642907255, 0)",1
"(1642907335, 1642907189, 0)",1
"(1642907335, 1642907239, 0)",2
"(1643338629, 1643339620, 0)",1
"(1643348646, 1643349555, 0)",1
"(1643349555, 691581698, 0)",1
"(1643830813, 20621485, 0)",4
"(1643830813, 26653446, 0)",2
"(1643844494, 21093223, 0)",1
"(1643932237, 248031916, 0)",1
"(1643932245, 248031278, 0)",3
"(1643932245, 1643932250, 0)",1
"(1643932250, 1643932245, 0)",2
"(1643932253, 18667963, 0)",1
"(1643932253, 1643932260, 0)",1
"(1643932255, 18667965, 0)",2
"(1643932255, 772739953, 0)",1
"(1643932255, 1643932253, 0)",1
"(1645021721, 248018278, 0)",1
"(1645980862, 54093632, 0)",1
"(1647076730, 10383919, 0)",2
"(1647787417, 703828858, 0)",1
"(1651115740, 303162171, 0)",3
"(1651115740, 304876091, 0)",1
"(1651115746, 9835193, 0)",7
"(1652885241, 26261624, 0)",1
"(1654176345, 8269861626, 0)",1
"(1659093034, 248018315, 0)",3
"(1668891651, 27481590, 0)",1
"(1668891651, 1630853052, 0)",2
"(1673598531, 1673598527, 0)",1
"(1673598534, 248018369, 0)",2
"(1673598551, 1673598547, 0)",1
"(1673993267, 317598111, 0)",2
"(1673993469, 1673993494, 0)",1
"(1673993691, 1673993570, 0)",2
"(1673993850, 1893910459, 0)",1
"(1673993850, 8062082206, 0)",1
"(1673994406, 30470924, 0)",1
"(1673994406, 1673994422, 0)",1
"(1673994440, 1673994436, 0)",1
"(1673994444, 1045762927, 0)",1
"(1673994444, 1673994368, 0)",1
"(1676360467, 375628075, 0)",1
"(1676360468, 375621275, 0)",1
"(1678451608, 381099668, 0)",1
"(1679863261, 7261830374, 0)",2
"(1679863329, 10390346, 0)",4
"(1686526881, 20694207, 0)",1
"(1690929400, 11218336, 0)",1
"(1700242670, 32884112, 0)",1
"(1700242670, 32884115, 0)",1
"(1706150922, 366706053, 0)",1
"(1707465438, 9832042, 0)",1
"(1707536050, 247432113, 0)",2
"(1708599175, 444622610, 0)",1
"(1709227798, 247384020, 0)",5
"(1709237356, 247617947, 0)",1
"(1710698059, 921219638, 0)",1
"(1710698088, 11082595, 0)",1
"(1710698263, 26678606, 0)",2
"(1710698268, 9834932, 0)",1
"(1710794321, 11218134, 0)",1
"(1713348324, 256631702, 0)",1
"(1715201359, 323935541, 0)",1
"(1715201736, 1715201965, 0)",1
"(1716035776, 1716043169, 0)",1
"(1716035788, 1716043169, 0)",1
"(1716043071, 1616731563, 0)",1
"(1716043131, 1716035777, 0)",1
"(1716044624, 1716044624, 0)",1
"(1716357451, 388183057, 0)",1
"(1716442927, 59179023, 0)",1
"(1716442940, 59178989, 0)",3
"(1718394484, 26308150, 0)",2
"(1718394487, 446295586, 0)",2
"(1718435569, 1718435566, 0)",1
"(1718654138, 54151069, 0)",1
"(1718846988, 1635114934, 0)",1
"(1719740795, 10388768, 0)",1
"(1729476744, 245494337, 0)",1
"(1729476827, 1729476809, 0)",1
"(1729476858, 703828849, 0)",1
"(1731108154, 7241110063, 0)",3
"(1751562843, 368333269, 0)",1
"(1754706683, 692183191, 0)",1
"(1757891300, 1289584160, 0)",1
"(1778084760, 1950773457, 0)",1
"(1778268294, 964814245, 0)",1
"(1778268346, 49981328, 0)",1
"(1778268346, 56234211, 0)",1
"(1778268348, 248497599, 0)",1
"(1778268351, 1778268348, 0)",1
"(1790247699, 9823212, 0)",3
"(1816284554, 366969808, 0)",2
"(1816284572, 9063466151, 0)",1
"(1818273766, 1818273779, 0)",1
"(1825174572, 388183039, 0)",1
"(1825650356, 9593488, 0)",1
"(1826295448, 297831578, 0)",2
"(1832544368, 9237573, 0)",2
"(1833014682, 389485381, 0)",1
"(1833014682, 942439910, 0)",1
"(1836072806, 1050180574, 0)",1
"(1838134264, 30860769, 0)",2
"(1838134350, 2252668337, 0)",1
"(1841165891, 26659751, 0)",3
"(1861957367, 332076078, 0)",1
"(1863687615, 1863687609, 0)",3
"(1873019780, 6505317028, 0)",2
"(1873166069, 250072506, 0)",1
"(1877457686, 268975872, 0)",1
"(1877457693, 27791348, 0)",1
"(1877457785, 1877457736, 0)",1
"(1877499449, 7674624094, 0)",1
"(1888914016, 21487017, 0)",2
"(1893910453, 31934799, 0)",2
"(1893910593, 1635113303, 0)",1
"(1893910601, 1632874555, 0)",1
"(1893910604, 1893910601, 0)",1
"(1893944769, 1894625834, 0)",5
"(1894625847, 8018670370, 0)",1
"(1894625849, 1894625851, 0)",1
"(1894625879, 31934968, 0)",1
"(1901471430, 1901471429, 0)",1
"(1901471461, 1901471463, 0)",1
"(1905717870, 373155086, 0)",1
"(1905784311, 247432103, 0)",1
"(1905822147, 247432103, 0)",1
"(1905997954, 381016830, 0)",1
"(1905998034, 381007517, 0)",1
"(1905998103, 247432109, 0)",2
"(1905998103, 309127201, 0)",1
"(1906038878, 249238531, 0)",1
"(1906140881, 245494242, 0)",2
"(1906140903, 249802930, 0)",1
"(1906140903, 1224529217, 0)",1
"(1906140917, 274069725, 0)",1
"(1906141028, 10437854, 0)",2
"(1916263363, 18485757, 0)",1
"(1916263363, 272002888, 0)",1
"(1916263387, 18485751, 0)",3
"(1916263387, 18485757, 0)",1
"(1917851787, 30860799, 0)",1
"(1917851804, 1639561270, 0)",1
"(1920103093, 1920103095, 0)",1
"(1929707635, 1271219686, 0)",1
"(1938631976, 258337497, 0)",1
"(1938782491, 26294421, 0)",4
"(1938782620, 26294421, 0)",1
"(1940360473, 26706287, 0)",3
"(1940457551, 1940457551, 1)",1
"(1940457561, 1940457571, 0)",1
"(1940648278, 316787870, 0)",3
"(1940648497, 30475528, 0)",2
"(1943702624, 1943702654, 0)",1
"(1943702656, 1943702849, 0)",1
"(1943702759, 306549392, 0)",1
"(1943702850, 1943702667, 0)",1
"(1943723939, 1943723861, 0)",1
"(1943724012, 268898074, 0)",1
"(1943724016, 1943723920, 0)",1
"(1943724028, 2719969852, 0)",1
"(1943729199, 29048410, 0)",1
"(1943729294, 10717339260, 0)",1
"(1943729315, 4970203934, 0)",1
"(1943729415, 21498947, 0)",1
"(1944734465, 464609659, 0)",4
"(1947392598, 9787333, 0)",2
"(1947392602, 9787610, 0)",1
"(1950651197, 1618690252, 0)",1
"(1950651197, 1950651158, 0)",1
"(1950773457, 1778084760, 0)",3
"(1951475940, 442043969, 0)",2
"(1951476153, 1951476167, 0)",1
"(1951476259, 1951476373, 0)",1
"(1951476373, 1951476175, 0)",2
"(1951476373, 1951476259, 0)",1
"(1951476621, 1515809814, 0)",4
"(1953292329, 1953292604, 0)",1
"(1953292604, 1953292329, 0)",1
"(1955817129, 246113562, 0)",1
"(1955817129, 1955817131, 0)",1
"(1955817129, 3951887765, 0)",1
"(1955817370, 287424383, 0)",1
"(1957357470, 87170660, 0)",1
"(1958897745, 1958897747, 0)",1
"(1959140060, 1329998324, 0)",2
"(1959140547, 1959140576, 0)",1
"(1959140587, 1959140597, 0)",1
"(1959140805, 1611971780, 0)",1
"(1959140805, 1611971819, 0)",1
"(1959471470, 258337485, 0)",1
"(1962591333, 1611971813, 0)",1
"(1962591548, 1961436508, 0)",5
"(1964434839, 1964434854, 0)",2
"(1964434854, 1964434862, 0)",2
"(1964434862, 26678599, 0)",2
"(1964434862, 416380861, 0)",2
"(1965506909, 31932490, 0)",2
"(1967273439, 261737206, 0)",2
"(1967273536, 261737181, 0)",1
"(1973130048, 326926387, 0)",1
"(1978638442, 452003063, 0)",1
"(1984729084, 2049640597, 0)",2
"(1986158976, 1986158979, 0)",4
"(1986238488, 1986238497, 0)",1
"(1986238574, 270337088, 0)",2
"(1986238598, 1986238590, 0)",1
"(1986817742, 1506537447, 0)",1
"(1986902856, 417957006, 0)",1
"(1995357008, 29057197, 0)",1
"(1995357008, 1995356980, 0)",1
"(1995357013, 29057197, 0)",1
"(1995357013, 1995357008, 0)",2
"(1995807258, 21498953, 0)",1
"(1995807281, 936482659, 0)",1
"(1997293959, 1050180622, 0)",1
"(1997293959, 1997293954, 0)",1
"(1997293970, 1673598584, 0)",1
"(1997294021, 1997293985, 0)",1
"(1997294072, 1997294077, 0)",1
"(1997434477, 1056575803, 0)",1
"(1997434593, 1997434620, 0)",1
"(1997434606, 249727948, 0)",2
"(2006366511, 895758773, 0)",2
"(2006366580, 2006366582, 0)",1
"(2007215489, 32047108, 0)",1
"(2007215552, 442716967, 0)",2
"(2007215552, 964790915, 0)",1
"(2007215552, 2007215543, 0)",1
"(2007215698, 442720669, 0)",1
"(2009456058, 26293570, 0)",1
"(2009456105, 272105961, 0)",1
"(2013005682, 2013005689, 0)",1
"(2020021066, 936542445, 0)",1
"(2020021066, 1506537440, 0)",1
"(2023168303, 8691307694, 0)",1
"(2023168332, 2023168293, 0)",1
"(2026820723, 1325884775, 0)",1
"(2026820723, 2026820744, 0)",1
"(2026820737, 10438300, 0)",1
"(2026820737, 10438318, 0)",2
"(2027774294, 2027774311, 0)",1
"(2027774315, 1423253556, 0)",1
"(2027774327, 2027774309, 0)",1
"(2031563447, 339395091, 0)",4
"(2031563490, 2031563270, 0)",1
"(2042052645, 615942790, 0)",1
"(2042052645, 2042052663, 0)",1
"(2043065366, 10437574, 0)",2
"(2043065368, 3471381, 0)",4
"(2043065368, 249734529, 0)",1
"(2043065372, 2043065376, 0)",1
"(2043065381, 248018263, 0)",1
"(2043089198, 248025443, 0)",2
"(2043117027, 49980792, 0)",1
"(2044477305, 56234211, 0)",3
"(2044477551, 248496701, 0)",1
"(2044477580, 10437679, 0)",1
"(2044477580, 10437695, 0)",1
"(2044477582, 10437695, 0)",1
"(2044477582, 1289584160, 0)",1
"(2044511405, 52745488, 0)",2
"(2044769230, 249614210, 0)",1
"(2044769230, 249614534, 0)",2
"(2044769319, 249617611, 0)",1
"(2044769422, 250635644, 0)",1
"(2044769490, 690280502, 0)",1
"(2044769514, 690766741, 0)",1
"(2045076917, 476607334, 0)",1
"(2045076972, 689447630, 0)",1
"(2045076972, 690025424, 0)",1
"(2045077050, 2056774309, 0)",1
"(2045077054, 2045077050, 0)",3
"(2045077179, 3469084, 0)",1
