road,Accidents
"(2045077179, 2045077183, 0)",1
"(2045077199, 2063927017, 0)",1
"(2047262249, 2047262250, 0)",1
"(2047262250, 21428138, 0)",3
"(2047262254, 330054769, 0)",2
"(2049640533, 1581228214, 0)",1
"(2049640597, 907813562, 0)",1
"(2049640597, 1984729084, 0)",1
"(2049640597, 6579120408, 0)",2
"(2049640608, 1581228214, 0)",1
"(2050307300, 2050307293, 0)",1
"(2050577355, 1643932183, 0)",1
"(2053377764, 49572605, 0)",1
"(2053545684, 2053545686, 0)",1
"(2053545708, 21093233, 0)",2
"(2053545722, 20621589, 0)",1
"(2053545722, 199461858, 0)",1
"(2055285324, 2889728372, 0)",1
"(2055990473, 294182291, 0)",1
"(2056003083, 245508462, 0)",1
"(2056665095, 245508462, 0)",1
"(2056774309, 6524100165, 0)",1
"(2057933050, 249617605, 0)",1
"(2057933050, 2057933058, 0)",1
"(2057933058, 249617613, 0)",1
"(2057933168, 477345197, 0)",1
"(2068163251, 249205828, 0)",2
"(2068163251, 2068163255, 0)",1
"(2068163255, 272096889, 0)",1
"(2068163255, 2068163251, 0)",1
"(2068675169, 305074204, 0)",1
"(2070242799, 559972663, 0)",1
"(2070242799, 1778084760, 0)",3
"(2072761897, 3461554, 0)",1
"(2077985615, 30814937, 0)",1
"(2077985615, 30820323, 0)",1
"(2089173422, 29688413, 0)",1
"(2089173422, 1081064811, 0)",2
"(2092732803, 1965507144, 0)",1
"(2092745992, 1611971819, 0)",1
"(2098957058, 964880790, 0)",1
"(2098957069, 2098957058, 0)",1
"(2119541223, 28256146, 0)",1
"(2125804676, 643825, 0)",1
"(2125804676, 643840, 0)",1
"(2125804677, 2125804676, 0)",1
"(2136057951, 3342695669, 0)",3
"(2161729180, 27348219, 0)",1
"(2164672131, 964817524, 0)",1
"(2180799192, 2180799222, 0)",1
"(2181404693, 1489910140, 0)",1
"(2191837332, 453392923, 0)",1
"(2228820112, 937018470, 0)",1
"(2228820112, 7538999791, 0)",1
"(2252668337, 1838134264, 0)",1
"(2262119472, 2262119530, 0)",1
"(2271226082, 249727821, 0)",2
"(2271230904, 2271230902, 0)",1
"(2302492475, 1056977721, 0)",1
"(2354930999, 2354931067, 0)",1
"(2370866783, 8978484491, 0)",1
"(2377558029, 2377558083, 0)",7
"(2377558083, 319415, 0)",6
"(2377558083, 375603805, 0)",1
"(2377558210, 2377558029, 0)",1
"(2377569796, 375628208, 0)",3
"(2377569799, 2377569875, 0)",1
"(2377569836, 375601618, 0)",1
"(2377569839, 2377569794, 0)",1
"(2377576109, 2377576042, 0)",3
"(2377576130, 375621335, 0)",1
"(2377576139, 1625378041, 0)",1
"(2377604543, 9794307, 0)",1
"(2377604559, 51458926, 0)",1
"(2377604580, 317442075, 0)",1
"(2396565061, 26526495, 0)",1
"(2413972438, 11217816, 0)",3
"(2421592916, 1625378134, 0)",3
"(2441998672, 2441998673, 0)",2
"(2441998672, 2441998678, 0)",1
"(2441998678, 1640263062, 0)",1
"(2443593440, 4917637732, 0)",1
"(2466197173, 9233983053, 0)",4
"(2477751827, 10439934, 0)",4
"(2478698102, 975859315, 0)",2
"(2478698114, 964755988, 0)",2
"(2484909550, 1596692762, 0)",2
"(2671178172, 29048961, 0)",1
"(2713094853, 366706312, 0)",2
"(2719917264, 58787472, 0)",3
"(2719917264, 58787491, 0)",1
"(2719922628, 428936548, 0)",1
"(2719936811, 21122858, 0)",1
"(2719936811, 304689563, 0)",1
"(2719936843, 58803370, 0)",1
"(2719936848, 304689566, 0)",1
"(2719936867, 58803366, 0)",2
"(2719936867, 11621998198, 0)",3
"(2719969837, 1623940764, 0)",3
"(2719969848, 2719969856, 0)",1
"(2719969852, 838383074, 0)",1
"(2834744009, 9237457, 0)",1
"(2834744009, 21355488, 0)",6
"(2852747233, 6055698247, 0)",2
"(2856850601, 2856850602, 0)",1
"(2872473955, 368333261, 0)",1
"(2872480710, 370109112, 0)",1
"(2872488745, 247484589, 0)",1
"(2872489836, 26670099, 0)",1
"(2872493049, 247484594, 0)",1
"(2872507376, 59608555, 0)",1
"(2872510550, 402972833, 0)",1
"(2889728370, 430953158, 0)",1
"(2889728372, 21122874, 0)",1
"(2895394639, 20694193, 0)",1
"(2895394639, 2895394641, 0)",1
"(2895394641, 1590163375, 0)",7
"(2895394641, 2895394639, 0)",2
"(2898982023, 9781325, 0)",1
"(2898982043, 59608518, 0)",1
"(2900799398, 249238543, 0)",1
"(2980934174, 3220992576, 0)",1
"(3043472124, 250932749, 0)",2
"(3043898221, 455593269, 0)",1
"(3045778370, 59650597, 0)",2
"(3045808436, 3045752165, 0)",1
"(3059194352, 146657050, 0)",1
"(3059194356, 49565564, 0)",3
"(3059194356, 52162219, 0)",1
"(3071035461, 49556960, 0)",1
"(3071035461, 52162211, 0)",3
"(3071035472, 250961841, 0)",2
"(3094125481, 21355481, 0)",1
"(3097097793, 11217798, 0)",1
"(3097097794, 59814522, 0)",4
"(3149003649, 10592471555, 0)",1
"(3153207992, 26671933, 0)",1
"(3153467251, 350966, 0)",1
"(3158902009, 248498768, 0)",1
"(3158902041, 3158902057, 0)",1
"(3158902057, 3158902189, 0)",2
"(3166462867, 475403170, 0)",1
"(3166468145, 26662721, 0)",1
"(3166486875, 477310864, 0)",1
"(3166486880, 3166486876, 0)",1
"(3166819788, 245516615, 0)",1
"(3172121985, 26660836, 0)",2
"(3179846966, 272105960, 0)",1
"(3179846966, 7096633076, 0)",8
"(3181227681, 9823004, 0)",1
"(3181324948, 938405222, 0)",1
"(3182620861, 3468735, 0)",1
"(3218927738, 84445309, 0)",1
"(3220966113, 3220966146, 0)",1
"(3220966151, 3220966157, 0)",1
"(3220971763, 26659800, 0)",1
"(3220992576, 474176313, 0)",1
"(3228725188, 433857845, 0)",2
"(3228725189, 920345802, 0)",1
"(3228725189, 3228725188, 0)",1
"(3228725209, 21316415, 0)",2
"(3228725235, 21311111, 0)",3
"(3231927642, 21099170, 0)",2
"(3231935180, 9785020, 0)",1
"(3231935190, 4552418826, 0)",1
"(3231935197, 21098966, 0)",4
"(3258881074, 1816284483, 0)",1
"(3291318089, 3291318088, 0)",1
"(3310851892, 6297387178, 0)",1
"(3317017140, 1628116319, 0)",1
"(3317017153, 691616152, 0)",1
"(3350799196, 9792428, 0)",1
"(3350799196, 52889936, 0)",2
"(3358515645, 268960646, 0)",1
"(3387268148, 365413767, 0)",1
"(3387268148, 9086075205, 0)",2
"(3387268148, 9975531729, 0)",2
"(3388942694, 325955010, 0)",1
"(3388942694, 571297282, 0)",1
"(3388942694, 8511872891, 0)",1
"(3395777495, 937769868, 0)",1
"(3396095151, 26662911, 0)",1
"(3396194924, 306298312, 0)",3
"(3396194927, 7269933, 0)",2
"(3407872360, 939206855, 0)",1
"(3451767580, 456178416, 0)",1
"(3517735498, 4054855135, 0)",1
"(3605445935, 442981112, 0)",1
"(3617882498, 690775100, 0)",1
"(3617882499, 9720202744, 0)",1
"(3619963833, 1906141028, 0)",2
"(3619963843, 1906141028, 0)",1
"(3619963848, 52690572, 0)",5
"(3646687039, 30556454, 0)",1
"(3646687058, 30556454, 0)",1
"(3646687303, 3646687058, 0)",1
"(3646687316, 3646687372, 0)",1
"(3688698634, 26308137, 0)",3
"(3714915214, 4917311223, 0)",1
"(3737769416, 940194286, 0)",5
"(3768786802, 4248676867, 0)",1
"(3768786814, 10302853358, 0)",1
"(3784990275, 48969328, 0)",2
"(3784990279, 921265777, 0)",1
"(3784990279, 3784990270, 0)",1
"(3784990282, 3784990270, 0)",2
"(3786773415, 3786773407, 0)",2
"(3791566790, 26308144, 0)",1
"(3791566790, 332648006, 0)",1
"(3791566793, 526171114, 0)",1
"(3798233340, 52746882, 0)",1
"(3840901141, 7413804928, 0)",1
"(3841114172, 1633053980, 0)",2
"(3848638853, 3790537480, 0)",1
"(3865710256, 58779947, 0)",1
"(3871120536, 9791132, 0)",2
"(3871120536, 298186494, 0)",1
"(3871317036, 10388523, 0)",1
"(3883779000, 10389317, 0)",1
"(3883779000, 1943723901, 0)",1
"(3887608931, 52732247, 0)",2
"(3887608931, 342660313, 0)",11
"(3951887765, 370526652, 0)",2
"(3951887765, 1955817129, 0)",1
"(3956022899, 21311085, 0)",1
"(3961875881, 31933452, 0)",1
"(3961875896, 31933518, 0)",5
"(3961875931, 324661557, 0)",1
"(3961875931, 3961875941, 0)",1
"(3961875941, 6960070293, 0)",1
"(3978848080, 248494239, 0)",1
"(3978848155, 690284683, 0)",1
"(3978848155, 1325884817, 0)",1
"(3985379757, 940194753, 0)",1
"(3991313232, 10457343, 0)",7
"(3991313242, 4401369314, 0)",2
"(3994428630, 9790914, 0)",1
"(4029217601, 1600382058, 0)",1
"(4035680792, 1162285086, 0)",1
"(4054855134, 5187908032, 0)",3
"(4054855134, 5187908046, 0)",3
"(4054855135, 4054855134, 0)",1
"(4151545904, 1613994337, 0)",1
"(4158341023, 796116025, 0)",1
"(4184989408, 1621686049, 0)",1
"(4248676867, 298186498, 0)",2
"(4278615804, 638340523, 0)",1
"(4278615808, 4278615809, 0)",4
"(4278615809, 687063445, 0)",1
"(4278615809, 1379010298, 0)",1
"(4284126241, 50773955, 0)",1
"(4291029567, 1628116232, 0)",1
"(4320244826, 127879585, 0)",1
"(4367561217, 3310851892, 0)",1
"(4391998038, 250755467, 0)",2
"(4391998038, 938518797, 0)",2
"(4401369307, 60649083, 0)",3
"(4412094379, 448708232, 0)",2
"(4416087603, 4416087524, 0)",1
"(4416465127, 796093398, 0)",1
"(4416898226, 9672233906, 0)",2
"(4439322955, 9890244157, 0)",4
"(4474326837, 690262949, 0)",1
"(4492523199, 3467912, 0)",1
"(4528619450, 507896164, 0)",1
"(4540414929, 4540414936, 0)",1
"(4540763465, 838377139, 0)",2
"(4540763467, 4540763470, 0)",2
"(4540763470, 4540763472, 0)",1
"(4540763472, 26308124, 0)",3
"(4540763472, 26308281, 0)",1
"(4540842270, 454169293, 0)",1
"(4540842270, 973613587, 0)",1
"(4540842270, 4540842272, 0)",1
"(4540842271, 249621266, 0)",1
"(4540850023, 973613405, 0)",1
"(4540850024, 4540850023, 0)",3
"(4541924318, 58803373, 0)",1
"(4551539302, 9793495, 0)",1
"(4551539302, 495393713, 0)",1
"(4552365357, 26670302, 0)",1
"(4552368639, 350916, 0)",2
"(4552371367, 322766850, 0)",3
"(4552371368, 1489910140, 0)",1
"(4552371368, 2181404661, 0)",2
"(4552427274, 9822986960, 0)",3
"(4557569558, 26526506, 0)",1
"(4569657967, 482704653, 0)",2
"(4617406130, 305074079, 0)",1
"(4620991341, 163654986, 0)",1
"(4621501025, 30822588, 0)",1
"(4621501066, 4621501070, 0)",1
"(4621501070, 54568269, 0)",1
"(4630770728, 6592118572, 0)",1
"(4680059222, 561428028, 0)",1
"(4697333827, 10103026390, 0)",3
"(4698118018, 1997294077, 0)",1
"(4698118025, 4698118020, 0)",1
"(4734195302, 355734449, 0)",2
"(4840102872, 49553384, 0)",1
"(4842036912, 51458940, 0)",1
"(4864741400, 5321962393, 0)",2
"(4897639566, 9782985, 0)",2
"(4899791801, 2045076951, 0)",1
"(4917311223, 4917311227, 0)",2
"(4917311227, 2228820154, 0)",2
"(4917637721, 242143636, 0)",2
"(4936807738, 52732247, 0)",3
"(4936807738, 9397514811, 0)",5
"(4937467843, 693884862, 0)",2
"(4937467844, 690988932, 0)",1
"(4954402850, 20939357, 0)",1
"(4998611746, 296016780, 0)",1
"(5031301751, 643670, 0)",2
"(5041460469, 319568, 0)",3
"(5041460469, 26526406, 0)",3
"(5166267369, 356074055, 0)",1
"(5166267370, 5166267364, 0)",1
"(5177338167, 305350307, 0)",1
"(5177338167, 6448160016, 0)",1
"(5179563849, 3517735498, 0)",2
"(5183814392, 59650568, 0)",2
"(5186577022, 289721081, 0)",1
"(5186577022, 289721105, 0)",1
"(5187908032, 4054855134, 0)",1
"(5187908042, 4054855135, 0)",2
"(5187908042, 5179563397, 0)",1
"(5189580912, 245516618, 0)",1
"(5190430320, 10389133, 0)",1
"(5191077215, 49539508, 0)",4
"(5191077219, 5191077217, 0)",2
"(5191078621, 690989450, 0)",1
"(5191078626, 60624968, 0)",1
"(5210594183, 3619963848, 0)",2
"(5212928860, 59785287, 0)",1
"(5222341875, 938315779, 0)",1
"(5222341875, 5470840196, 0)",1
"(5228473716, 429827024, 0)",1
"(5228473720, 360837671, 0)",1
"(5264735509, 3158902041, 0)",1
"(5264735509, 7905128337, 0)",2
"(5287544475, 250751964, 0)",1
"(5299432599, 10438446, 0)",2
"(5322450812, 18667975, 0)",3
"(5322450812, 51342182, 0)",2
"(5322450812, 5355637670, 0)",4
"(5322450812, 11087468898, 0)",2
"(5334590146, 30803907, 0)",2
"(5335835337, 354734667, 0)",1
"(5343912715, 9790680, 0)",2
"(5343912720, 10302853376, 0)",1
"(5355637670, 20621479, 0)",1
"(5355637670, 51342155, 0)",4
"(5355637670, 993673493, 0)",6
"(5355637670, 5322450812, 0)",4
"(5364837805, 59847558, 0)",1
"(5364843448, 495393751, 0)",2
"(5364843451, 5364843448, 0)",1
"(5371319271, 395562444, 0)",1
"(5404436463, 712722734, 0)",1
"(5408340300, 526171114, 0)",1
"(5427831140, 940209949, 0)",1
"(5446597049, 2027774315, 0)",1
"(5446608712, 692126724, 0)",2
"(5446690553, 4391998038, 0)",5
"(5459802017, 250074112, 0)",1
"(5460562780, 11048450778, 0)",1
"(5460605340, 2443593440, 0)",1
"(5467877496, 350215638, 0)",2
"(5467877496, 4552427274, 0)",3
"(5469417398, 433857831, 0)",1
"(5470840196, 4906772338, 0)",1
"(5518536463, 5518536459, 0)",1
"(5522149904, 381007512, 0)",1
"(5538995075, 941302839, 0)",1
"(5599859860, 5599859861, 0)",1
"(5602440108, 498472044, 0)",1
"(5602440108, 1595413140, 0)",3
"(5605566387, 367659364, 0)",2
"(5654658126, 921219612, 0)",2
"(5654693842, 5654693841, 0)",1
"(5712858951, 433857878, 0)",2
"(5712858951, 682082233, 0)",1
"(5712863051, 433857878, 0)",2
"(5717597896, 247293248, 0)",2
"(5717597914, 21069421, 0)",2
"(5718362335, 682081900, 0)",1
"(5718804082, 410350910, 0)",4
"(5718804084, 26665317, 0)",1
"(5718804085, 393344839, 0)",1
"(5728993689, 3181227681, 0)",2
"(5728993698, 9319419235, 0)",4
"(5728993698, 10563335054, 0)",2
"(5728993823, 247453551, 0)",2
"(5750379368, 5467877493, 0)",2
"(5750379368, 5750379406, 0)",1
"(5750379385, 392097264, 0)",2
"(5750379395, 5750379409, 0)",1
"(5750379406, 5467877493, 0)",3
"(5750379409, 300557654, 0)",2
"(5750379409, 300557659, 0)",2
"(5751843770, 1152092788, 0)",3
"(5760428457, 345816497, 0)",1
"(5762088490, 9593488, 0)",2
"(5762088490, 31768729, 0)",4
"(5762088491, 9593483, 0)",2
"(5762088491, 31768729, 0)",2
"(5771424547, 297582425, 0)",3
"(5783615760, 18667992, 0)",1
"(5810713163, 5810713162, 0)",3
"(5825060482, 10437908, 0)",1
"(5825060482, 49549474, 0)",1
"(5826434262, 137821167, 0)",1
"(5833513321, 474161191, 0)",1
"(5845582470, 245495132, 0)",1
"(5846397902, 3471381, 0)",1
"(5846397902, 249734533, 0)",1
"(5882444698, 26665085, 0)",1
"(5882444710, 410109050, 0)",2
"(5897399265, 30814879, 0)",1
"(5897399265, 30814890, 0)",1
"(5913985241, 245504900, 0)",1
"(5922486043, 410102430, 0)",2
"(5953704028, 5321962393, 0)",1
"(5981845399, 7975583272, 0)",1
"(6002970540, 298127744, 0)",1
"(6002970540, 298127762, 0)",4
"(6037669629, 6372182215, 0)",2
"(6047609602, 682264890, 0)",1
"(6047609609, 317112656, 0)",1
"(6047609627, 3291318089, 0)",3
"(6052302552, 410350940, 1)",1
"(6055698246, 6055698247, 0)",1
"(6088125483, 446294410, 0)",1
"(6153685027, 10455750, 0)",1
"(6153685027, 10455755, 0)",4
"(6153685030, 10455750, 0)",4
"(6153685030, 31938921, 0)",1
"(6153685030, 6153685027, 0)",1
"(6178174270, 637919513, 0)",1
"(6178189096, 921231644, 0)",1
"(6178189096, 9025073895, 0)",1
"(6179488533, 643789, 0)",2
"(6181735784, 937770266, 0)",2
"(6181822735, 940194855, 0)",1
"(6181822735, 970965702, 0)",1
"(6181927065, 5362356803, 0)",1
"(6201870354, 3464214, 0)",2
"(6217574774, 6781842175, 0)",1
"(6223187811, 1296980205, 0)",1
"(6255296325, 31939213, 0)",1
"(6264670261, 659985459, 0)",1
"(6274048964, 21093402, 0)",2
"(6274048964, 21093415, 0)",1
"(6283246211, 1027324281, 0)",2
"(6283456787, 242139865, 0)",2
"(6294553361, 9721074, 0)",5
"(6297387169, 643595, 0)",2
"(6297387169, 256631543, 0)",1
"(6297387173, 643595, 0)",4
"(6309354601, 6905250281, 0)",1
"(6311831126, 52872207, 0)",2
"(6312570485, 59137259, 0)",2
"(6312570485, 59137273, 0)",2
"(6312935945, 703383885, 0)",1
"(6326493250, 6326493250, 0)",1
"(6352996732, 21099378, 0)",1
"(6356940653, 477363502, 0)",1
"(6370772434, 272106001, 0)",1
"(6372408289, 26294421, 0)",1
"(6383442194, 1642885148, 0)",1
"(6388296803, 54139237, 0)",1
"(6401724602, 1143175796, 0)",1
"(6422728294, 935630652, 0)",1
"(6445630447, 43643444, 0)",2
"(6475062658, 6475062653, 0)",1
"(6481110428, 30814933, 0)",2
"(6481110428, 689447630, 0)",2
"(6496462945, 302683930, 0)",1
"(6498400815, 476607315, 0)",1
"(6524100174, 31939595, 0)",1
"(6528277613, 958000970, 0)",1
"(6530452130, 271979948, 0)",1
"(6530452148, 4917637721, 0)",1
"(6548815396, 282989337, 0)",1
"(6549131069, 29581588, 0)",1
"(6549748421, 8994370272, 0)",1
"(6579120408, 2049640597, 0)",1
"(6585549372, 3471215, 0)",1
"(6585549372, 3471222, 0)",1
"(6588427423, 298369466, 0)",2
"(6591764346, 20939672, 0)",1
"(6592118493, 367070908, 0)",1
"(6592118493, 392388605, 0)",2
"(6592118493, 1591373193, 0)",1
"(6592118560, 249614210, 0)",1
"(6592118560, 4630770728, 0)",4
"(6592118562, 249614209, 0)",2
"(6592118562, 6592118560, 0)",2
"(6592118572, 272097058, 0)",1
"(6592118572, 392388605, 0)",1
"(6592118572, 6592118495, 0)",1
"(6627625840, 940354787, 0)",1
"(6644920836, 2377569875, 0)",1
"(6665359737, 10302853376, 0)",4
"(6682036240, 27394577, 0)",1
"(6682036240, 27394595, 0)",1
"(6682036240, 27394624, 0)",1
"(6700310568, 982346250, 0)",1
"(6775147060, 9822897, 0)",2
"(6777990492, 250163992, 0)",1
"(6781803504, 3737769416, 0)",3
"(6781847107, 5446597049, 0)",1
"(6854093016, 30822567, 0)",5
"(6865232941, 6865232919, 0)",1
"(6875454505, 5210594183, 0)",1
"(6875454506, 250329320, 0)",3
"(6905250281, 1606819527, 0)",1
"(6960070293, 20977038, 0)",1
"(6964024885, 415464471, 0)",1
"(6964024939, 1718435561, 0)",2
"(7036592268, 250079905, 0)",1
"(7036592268, 5777555190, 0)",2
"(7036592272, 7036592268, 0)",1
"(7039518219, 30892301, 0)",1
"(7052846208, 8271773594, 0)",1
"(7063665779, 26664495, 0)",1
"(7063672097, 7063665779, 0)",1
"(7063672097, 11330055532, 0)",1
"(7091938663, 3617882495, 0)",1
"(7115610414, 1640570907, 0)",1
"(7118099768, 456361792, 0)",2
"(7120516508, 52638966, 0)",1
"(7137520210, 4630770728, 0)",1
"(7137520210, 6592118562, 0)",2
"(7235622124, 13891984, 0)",1
"(7235622124, 252909673, 0)",1
"(7261830374, 1679863261, 0)",1
"(7261830376, 301016206, 0)",2
"(7261830376, 7261830374, 0)",1
"(7275677007, 4540786888, 0)",8
"(7275677007, 9755805529, 0)",6
"(7325229512, 250755467, 0)",1
"(7325229512, 938518797, 0)",2
"(7413804928, 249513856, 0)",1
"(7441090928, 59605305, 0)",1
"(7495502077, 693003308, 0)",1
"(7538999792, 2228820112, 0)",3
"(7558440053, 21099197, 0)",2
"(7558440053, 7558440067, 0)",1
"(7592587251, 10624199478, 0)",2
"(7619826344, 703828725, 0)",2
"(7674624094, 1877499449, 0)",1
"(7741337471, 1018194, 0)",1
"(7742917142, 1043905539, 0)",1
"(7744411259, 6665468898, 0)",1
"(7745655323, 29445834, 0)",2
"(7745655335, 29445834, 0)",2
"(7815092456, 413272682, 0)",2
"(7869213704, 26662910, 0)",1
"(7904956090, 7904956089, 0)",1
"(7961350501, 317598047, 0)",1
"(8009420470, 414998826, 0)",1
"(8142370786, 1590355150, 0)",2
"(8146700709, 27456688, 0)",1
"(8178827146, 8178827153, 0)",2
"(8178827153, 1634922818, 0)",1
"(8244461962, 20979497, 0)",1
"(8272450257, 358210626, 0)",1
"(8323751969, 8323751968, 0)",1
"(8373170800, 84455606, 0)",1
"(8373170800, 244150453, 0)",1
"(8373170800, 298186494, 0)",1
"(8398010698, 52690604, 0)",1
"(8399060906, 324661848, 0)",1
"(8511872891, 3388942694, 0)",1
"(8555374511, 21035848, 0)",4
"(8603212260, 1553815886, 0)",1
"(8657727615, 34819533, 0)",3
"(8657770904, 1938782226, 0)",4
"(8663865756, 52732230, 0)",1
"(8674727247, 304904881, 0)",3
"(8674727247, 395469503, 0)",1
"(8674927937, 84445317, 0)",1
"(8678521044, 50773909, 0)",1
"(8678521065, 313102521, 0)",1
"(8678521072, 11388261363, 0)",1
"(8688924894, 30814892, 0)",2
"(8691307585, 288958080, 0)",4
"(8949301558, 199461858, 0)",1
"(8949301558, 2895394641, 0)",2
"(8949511554, 31936724, 0)",1
"(8994370171, 11621870, 0)",3
"(9004785011, 248751643, 0)",1
"(9023616166, 643665, 0)",1
"(9025073714, 8657770904, 0)",1
"(9025073895, 9025073822, 0)",5
"(9025073896, 9025074038, 0)",1
"(9025073905, 3312208770, 0)",2
"(9025256462, 11671687371, 0)",9
"(9025256477, 643838, 0)",1
"(9025277255, 1018194, 0)",1
"(9025277255, 10592274851, 0)",2
"(9060926384, 30814400, 0)",1
"(9063466151, 3258881067, 0)",2
"(9086075205, 13807321, 0)",2
"(9086075205, 248018278, 0)",2
"(9086075205, 3387268148, 0)",2
"(9092276695, 940194303, 0)",2
"(9101610382, 1596692718, 0)",2
"(9101610384, 388059595, 0)",1
"(9101610387, 1596692728, 0)",1
"(9101610391, 388069939, 0)",1
"(9101610412, 298127744, 0)",1
"(9101610412, 388059597, 0)",1
"(9101610412, 9231169925, 0)",1
"(9115485877, 14569462, 0)",1
"(9159006956, 982575490, 0)",1
"(9198455679, 59650633, 0)",7
"(9198455695, 10388513, 0)",1
"(9217105712, 367687348, 0)",3
"(9231169925, 9101610412, 0)",1
"(9231170040, 412303219, 0)",6
"(9233997236, 29581623, 0)",1
"(9235707984, 9235707943, 0)",4
"(9235707989, 9235707984, 0)",1
"(9241208566, 26261653, 0)",1
"(9241208571, 2492272776, 0)",2
"(9249329514, 804666308, 0)",2
"(9270563905, 249619867, 0)",1
"(9270563909, 964817564, 0)",1
"(9397514769, 11800301786, 0)",1
"(9400950852, 249813615, 0)",2
"(9405615106, 244449799, 0)",4
"(9405615106, 342529346, 0)",6
"(9405615106, 921265743, 0)",2
"(9405615115, 10302853297, 0)",14
"(9416390321, 10388675, 0)",1
"(9416390321, 3864703440, 0)",3
"(9440308105, 59179421, 0)",6
"(9440308106, 59178989, 0)",2
"(9672233905, 49986327, 0)",1
"(9672254551, 10439826, 0)",3
"(9672254551, 1481120578, 0)",3
"(9672254555, 10439826, 0)",1
"(9672254555, 9672254551, 0)",1
"(9672254617, 288973894, 0)",1
"(9720202743, 3617882496, 0)",4
"(9720202744, 690280633, 0)",4
"(9722581636, 7269938, 0)",2
"(9755805529, 342579538, 0)",2
"(9755805529, 7275677007, 0)",3
"(9755805529, 9755805559, 0)",9
"(9755805559, 301688528, 0)",9
"(9755805559, 9755805529, 0)",2
"(9755805559, 10563335063, 0)",7
"(9817704778, 10385899, 0)",1
"(9817704783, 452003049, 0)",1
"(9822986960, 18485745, 0)",1
"(9822986961, 19033290, 0)",1
"(9890244157, 4439322955, 0)",6
"(9966939547, 938226448, 0)",2
"(9975611341, 1614031292, 0)",1
"(9975611349, 6549748439, 0)",3
"(10002624792, 298186494, 0)",5
"(10103026366, 10103026371, 0)",3
"(10103026366, 11729210421, 0)",1
"(10103026385, 340480304, 0)",5
"(10103026390, 10002624770, 0)",1
"(10103026390, 11729210420, 0)",2
"(10118398109, 10292247230, 0)",1
"(10260029642, 319387, 0)",1
"(10260029733, 30860961, 0)",1
"(10291732457, 9235707993, 0)",1
"(10291732460, 316814429, 0)",1
"(10291732460, 10291732457, 0)",1
"(10292276415, 10118398109, 0)",2
"(10293739462, 10293739466, 0)",1
"(10293739462, 10293739471, 0)",1
"(10293739471, 473246237, 0)",1
"(10297448391, 26670298, 0)",1
"(10302853297, 9405615115, 0)",3
"(10302853297, 10302853302, 0)",2
"(10302853302, 84455606, 0)",1
"(10302853302, 10302853307, 0)",3
"(10302853351, 3768786814, 0)",1
"(10302853358, 10302853363, 0)",1
"(10302853363, 10302853358, 0)",3
"(10302853376, 10302853363, 0)",4
