Reference Number,Grid Ref: Easting,Grid Ref: Northing,Accident Date,Time (24hr),Casualties
1C50282,435425,427366,05-Dec-14,841,1
1C50365,425642,427972,05-Dec-14,835,1
1C50482,434305,425897,05-Dec-14,1045,1
1C50629,432651,438034,05-Dec-14,1209,1
1C50664,427896,436200,05-Dec-14,1136,1
1C50781,431267,433828,03-Dec-14,830,1
1C50923,434855,428429,05-Dec-14,1502,1
1C50965,422956,433108,05-Dec-14,1523,1
1C51028,434581,428144,05-Dec-14,1550,1
1C51124,428078,434972,05-Dec-14,1650,1
1C51234,431621,430526,05-Dec-14,1815,1
1C51241,431178,429972,05-Dec-14,1747,1
1C51402,432872,427584,05-Dec-14,1855,1
1C51471,426186,437462,04-Dec-14,1800,1
1C51607,419210,441794,05-Dec-14,2010,1
1C51895,430435,431155,05-Dec-14,2354,1
1C60403,431743,431426,06-Dec-14,702,1
1C60412,429393,433805,06-Dec-14,715,1
1C60568,431256,432305,06-Dec-14,1025,1
1C60577,427649,436028,06-Dec-14,400,1
1C60636,440175,433412,06-Dec-14,1115,2
1C60653,424909,434426,06-Dec-14,1125,1
1C60843,429391,433794,06-Dec-14,810,2
1C61054,436452,435723,06-Dec-14,1430,1
1C61091,429403,433846,06-Dec-14,1645,1
1C61132,438538,430165,06-Dec-14,1630,1
1C61138,427603,436986,06-Dec-14,1639,1
1C61498,440370,448116,06-Dec-14,2020,1
1C70333,428799,435166,07-Dec-14,430,1
1C80481,430236,427775,05-Dec-14,1940,1
1C81266,435864,435275,08-Dec-14,1740,1
1C81626,430782,434560,08-Dec-14,2200,1
1C90850,431797,435580,09-Dec-14,1430,1
1C91345,427833,436382,09-Dec-14,2000,1
1C91483,429794,433798,09-Dec-14,2115,1
1C91527,429784,434077,09-Dec-14,2140,1
1CA0208,427725,434459,10-Dec-14,740,1
1CA0858,423749,438013,10-Dec-14,1504,1
1CA0906,424451,433895,10-Dec-14,1530,1
1CA0944,430468,436316,10-Dec-14,1510,1
1CA1002,430746,438905,10-Dec-14,1624,1
1CA1222,428045,431112,10-Dec-14,1800,1
1CA1225,428826,430302,10-Dec-14,1740,1
1CA1274,435776,436795,10-Dec-14,1830,1
1CA1291,435863,436433,10-Dec-14,1840,2
1CA1371,435419,436669,10-Dec-14,1930,1
1CA1567,433154,435249,10-Dec-14,2215,1
1CA1568,425336,440883,10-Dec-14,2235,3
1CB0548,422242,436768,13-Dec-14,1145,1
1CB0920,430195,438301,11-Dec-14,1545,1
1CB0981,430867,434253,11-Dec-14,1625,2
1CC0522,441295,433228,12-Dec-14,810,1
1CC0564,430814,431975,12-Dec-14,1223,1
1CC0911,431885,435549,12-Dec-14,900,2
1CC1002,443654,437222,12-Dec-14,1630,3
1CC1160,433408,434962,12-Dec-14,1751,2
1CC1294,434721,438859,12-Dec-14,1906,1
1CD0097,429389,425864,13-Dec-14,130,2
1CD0802,425802,428128,13-Dec-14,1143,2
1CD0865,430686,436780,13-Dec-14,1325,1
1CD1083,432157,433604,13-Dec-14,1620,1
1CD1095,430181,426431,13-Dec-14,1614,1
1CD1136,430386,433600,13-Dec-14,1640,3
1CE0242,430933,433312,14-Dec-14,250,5
1CE0243,430859,433343,14-Dec-14,250,1
1CE0606,424759,433577,14-Dec-14,1057,1
1CE1140,433268,436242,14-Dec-14,1729,1
1CE1380,429811,432954,14-Dec-14,1940,1
1CF0246,432210,444913,15-Dec-14,815,1
1CF0721,426972,439836,15-Dec-14,1355,2
1CF0800,434652,434524,15-Dec-14,1426,1
1CF0877,427081,436955,14-Dec-14,2345,1
1CF1328,425059,433375,15-Dec-14,1840,1
1CG0265,443946,442722,16-Dec-14,850,1
1CG0729,433161,435243,16-Dec-14,1405,1
1CG0771,430701,433612,16-Dec-14,1441,1
1CG1251,426837,438055,16-Dec-14,1846,1
1CG1611,427569,436873,16-Dec-14,2250,1
1CH0233,430326,435936,17-Dec-14,740,1
1CH0522,426041,436553,17-Dec-14,1140,1
1CH0716,422278,433404,17-Dec-14,1345,1
1CH0930,431880,435714,17-Dec-14,1546,1
1CH1008,420922,433534,17-Dec-14,1624,1
1CH1054,435020,436052,17-Dec-14,1642,1
1CH1402,426058,436619,17-Dec-14,1944,1
1CH1409,436739,433810,17-Dec-14,1947,1
1CI0839,429128,433853,18-Dec-14,1340,1
1CI1175,431044,433564,18-Dec-14,1651,1
1CI1253,425473,437539,18-Dec-14,1731,1
1CI1311,428506,431275,18-Dec-14,1755,1
1CI1321,431483,435012,18-Dec-14,1801,1
1CI1515,433164,436091,18-Dec-14,2000,1
1CI1594,437870,432950,18-Dec-14,2050,1
1CI1699,427471,433776,18-Dec-14,2215,1
1CJ0063,429486,438077,19-Dec-14,111,3
1CJ0355,420224,434835,19-Dec-14,932,1
1CJ0678,423869,434279,19-Dec-14,1315,1
1CJ0817,430037,431028,15-Dec-14,1545,1
1CJ1219,427709,426389,19-Dec-14,1600,1
1CJ1944,429942,433381,19-Dec-14,2335,1
1CK0283,432531,443201,20-Dec-14,312,1
1CK1199,433334,434251,20-Dec-14,1632,1
1CK1248,430432,431268,18-Dec-14,1800,1
1CK1571,430338,433385,20-Dec-14,2025,1
1CL0443,423570,434696,20-Dec-14,2230,2
1CL0648,431228,445744,21-Dec-14,1230,1
1CL0989,429561,431050,21-Dec-14,1639,1
1CL1017,430912,428655,21-Dec-14,1702,2
1CL1308,430032,431022,21-Dec-14,2015,3
1CL1483,430905,436562,21-Dec-14,2212,3
1CM0248,425830,438647,22-Dec-14,739,1
1CM0892,430634,431191,22-Dec-14,1448,1
1CM0916,429006,429700,22-Dec-14,1501,1
1CM1165,430910,435581,22-Dec-14,1710,1
1CM1223,425397,437918,22-Dec-14,1756,2
1CM1273,430936,433389,22-Dec-14,1550,1
1CM1390,431474,431698,22-Dec-14,1923,1
1CM1603,427493,425504,22-Dec-14,2130,1
1CM1751,434219,433855,22-Dec-14,2322,1
1CN0652,434613,434512,23-Dec-14,1150,3
1CN0767,430812,436622,23-Dec-14,1310,1
1CN1086,430859,424444,23-Dec-14,1700,1
1CN1095,431817,434294,23-Dec-14,1700,1
1CN1112,429917,438776,23-Dec-14,1030,1
1CN1135,435301,435253,23-Dec-14,1744,2
1CN1174,424469,433844,23-Dec-14,1845,1
1CN1299,428550,433012,23-Dec-14,1915,2
1CO0288,431496,433971,24-Dec-14,800,1
1CO0718,419833,441195,24-Dec-14,1327,1
1CO0793,441270,431106,24-Dec-14,1345,1
1CO0919,430267,433754,24-Dec-14,1607,1
1CQ0124,431968,435819,26-Dec-14,150,2
1CQ0293,434120,429958,26-Dec-14,745,1
1CQ0491,433654,438995,26-Dec-14,1150,1
1CQ0518,425680,426870,26-Dec-14,1100,1
1CQ0820,440675,447730,26-Dec-14,1645,2
1CQ0911,427956,429368,26-Dec-14,1750,1
1CQ0913,432565,439367,26-Dec-14,1752,1
1CQ0917,429965,427061,26-Dec-14,1754,1
1CQ0968,420220,445622,26-Dec-14,1830,1
1CQ1060,425680,426869,26-Dec-14,1930,1
1CR0161,424124,435026,27-Dec-14,125,1
1CR1338,432563,435023,27-Dec-14,1950,1
1CR1342,417978,442773,27-Dec-14,1955,2
1CR1601,432007,434490,27-Dec-14,2330,2
1CS0418,440330,435697,28-Dec-14,955,1
1CS0430,421208,434125,28-Dec-14,1005,1
1CS0465,429018,429439,28-Dec-14,1118,1
1CS0477,435574,440137,28-Dec-14,1055,1
1CT0467,426865,437535,30-Dec-14,1154,3
1CT1319,425800,428414,29-Dec-14,2025,1
1CU0553,421674,434229,30-Dec-14,1335,1
1CU0802,429119,430977,30-Dec-14,1554,1
1CV0080,428839,433995,31-Dec-14,153,1
1CV0542,436092,434785,31-Dec-14,1310,1
2130577,426119,426906,25-Dec-14,830,1
21D1298,430261,431186,27-Dec-14,50,1
25D0630,430906,433484,13-May-14,1220,1
