Reference Number,Grid Ref: Easting,Grid Ref: Northing,Accident Date,Time (24hr),Casualties
3CC1466,431739,431420,12/12/2016,2000,1
3CD0350,423866,435751,13/12/2016,816,1
3CD0365,420250,434003,04/11/2016,845,1
3CD0400,429146,431788,14/12/2016,957,4
3CD0639,426620,433883,13/12/2016,1240,2
3CD0746,431513,434301,13/12/2016,1354,1
3CD1089,430784,433254,13/12/2016,1650,1
3CD1195,428496,431281,13/12/2016,1755,1
3CD1234,431081,433152,13/12/2016,1800,1
3CE0068,431816,430459,14/12/2016,105,1
3CE1533,423318,427883,14/12/2016,1935,1
3CE1789,431482,431715,14/12/2016,2149,1
3CF0250,434616,441232,15/12/2016,709,2
3CF0311,424763,427904,15/12/2016,830,1
3CF0801,430936,429941,17/09/2016,2000,1
3CF0887,430668,433452,15/12/2016,1510,1
3CF1233,428421,432520,15/12/2016,1810,2
3CF1638,421004,434320,16/12/2016,1638,2
3CG0196,435151,434881,16/12/2016,632,1
3CG0238,430188,434387,18/12/2016,735,1
3CG0261,428868,426431,16/12/2016,804,1
3CG0318,422227,433677,16/12/2016,855,1
3CG0598,429412,433946,16/12/2016,1158,1
3CG0758,422948,443101,16/12/2016,1320,1
3CG0866,432716,438967,16/12/2016,1500,2
3CG0869,430064,431119,16/12/2016,1300,1
3CG0923,435416,433579,16/12/2016,1445,5
3CG1091,422424,433495,16/12/2016,1605,1
3CG1145,432294,425968,16/12/2016,1650,1
3CG1273,433337,436250,18/12/2016,1754,1
3CG1628,432219,435318,16/12/2016,2040,1
3CG1977,430332,433348,16/12/2016,2335,1
3CH0085,431544,433972,17/12/2016,45,2
3CH0146,429137,435242,17/12/2016,118,3
3CH0608,428481,437179,17/12/2016,1025,1
3CH0677,430153,438255,17/12/2016,1105,1
3CH1687,427559,431057,21/12/2016,1915,1
3CI1412,426636,433090,18/12/2016,1928,3
3CJ0217,432270,426958,19/12/2016,545,2
3CJ0270,429530,426401,19/12/2016,748,3
3CJ1060,436401,428390,16/12/2016,1515,1
3CK0647,431316,434917,20/12/2016,1255,1
3CK0690,428010,432089,20/12/2016,1300,1
3CK0738,431813,435889,20/12/2016,1431,1
3CK0762,430643,433451,20/12/2016,1410,1
3CK1013,431661,426460,20/12/2016,1615,1
3CK1244,432253,426389,20/12/2016,1820,2
3CK1466,431960,430420,20/12/2016,951,1
3CK1621,434425,434435,20/12/2016,2140,1
3CK1672,435962,437146,20/12/2016,2213,2
3CL0341,430980,433149,21/12/2016,920,2
3CL0640,429193,435346,21/12/2016,1240,1
3CL0689,430177,434291,21/12/2016,1245,2
3CL0854,420847,441087,21/12/2016,1414,1
3CL1403,428102,434513,21/12/2016,1945,1
3CL1451,437417,431263,21/12/2016,2015,1
3CM0249,431900,425447,22/12/2016,714,4
3CM0334,442207,434632,22/12/2016,859,1
3CM0497,433298,429642,22/12/2016,1110,1
3CM0726,430378,433537,22/12/2016,1230,2
3CM1153,443361,438884,22/12/2016,1717,1
3CN0283,428010,434343,23/12/2016,800,1
3CN0944,431112,432101,23/12/2016,1530,1
3CN1740,427693,434468,23/12/2016,2345,1
3CO0893,442200,434494,24/12/2016,1200,1
3CP0716,417962,442826,25/12/2016,1544,2
3CQ0439,435935,440522,26/12/2016,1040,1
3CQ1029,425504,432825,26/12/2016,1755,1
3CQ1200,428758,430830,26/12/2016,1933,1
3CQ1471,424025,428223,26/12/2016,2210,3
3CQ1650,433235,433028,26/12/2016,2355,2
3CS0222,420072,435762,28/12/2016,715,1
3CS0508,426638,427220,28/12/2016,1150,2
3CS0678,431521,434303,28/12/2016,1320,4
3CT0534,440169,434251,29/12/2016,1143,1
3CT0550,427492,430615,29/12/2016,1145,1
3CT0794,427074,434913,29/12/2016,1405,1
3CT0978,420763,441191,29/12/2016,1350,1
3CT1005,424159,444000,29/12/2016,1553,1
3CT1179,429839,433406,29/12/2016,1725,1
3CT1407,436884,433607,29/12/2016,1951,1
3CU0772,427629,433965,30/12/2016,1500,1
3CV0486,430904,435552,30/12/2016,2150,1
3CV0712,427934,426304,31/12/2016,1350,1
3CV0884,442203,434488,31/12/2016,1515,1
3CV1171,423815,434248,31/12/2016,1850,1
3CV1423,427102,427700,31/12/2016,2155,1
4160976,419983,440944,06/12/2016,1601,2
41F0446,427222,433739,26/12/2016,1730,1
